id	params
962	q=cup archives en.wikipedia.org first&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 74,mincount : 1}}
963	q=2004 one december&rows=99&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 54,mincount : 2}}
964	q=australia you comments&fq=title:(linkreports user)&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 23,mincount : 1}}
965	q=category user 2005 one&rows=51&start=17&json.facet={titles : {type : terms,field : description_t_sort,limit : 76,mincount : 2}}
966	q=comment wikiproject user&fq=title:(county title)&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 5}}
967	q=jul noindex added&rows=4&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 2}}
968	q=december article&fq=title:(deletion index.php)&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 2}}
969	q=class comments comments&rows=34&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
970	q=article florida may area&fq=title:(reference united)&rows=72&start=36&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 4}}
971	q=linkreports many new&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 43,mincount : 7}}
972	q=deletion states subdivision_type2&rows=99&start=33&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 1}}
973	q=jazz work&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 7}}
974	q=comics time december&fq=title:(historic which)&rows=30&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 1}}
975	q=red university during links&rows=34&start=17&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 1}}
976	q=1.0 season one&fq=description:(2009 special)&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 2}}
977	q=championship league university&fq=title:(2010 100)&rows=27&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
978	q=east reflist york&rows=10&start=1&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 26,mincount : 10}}
979	q=history australian image other&fq=description:(archive title)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 41,mincount : 7}}
980	q=wrestling wikitable two&fq=title:(band two)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 7}}
981	q=assessment articles information however&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 9}}
982	q=kingdom utc website&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 73,mincount : 2}}
983	q=fort deletion army year&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 14,mincount : 10}}
984	q=massachusetts team location county&rows=9&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 37,mincount : 2}}
985	q=template title all&fq=title:(history 2009)&rows=74&start=10&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 31,mincount : 2}}
986	q=april january&fq=title:(wikipedia deletion)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 55,mincount : 5}}
987	q=2007 page further&fq=title:(desk 2009)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 21,mincount : 2}}
988	q=categories see&rows=90&start=15&json.facet={titles : {type : terms,field : title_t_sort,limit : 67,mincount : 1}}
989	q=july station please&fq=title:(war first)&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 6}}
990	q=state olympics time&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 13,mincount : 1}}
991	q=episodes infobox october&fq=description:(candidates cite)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 68,mincount : 2}}
992	q=archives college october http&fq=title:(jul oldid)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 42,mincount : 1}}
993	q=henry quality infobox&fq=title:(linkreports name)&rows=48&start=48&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 4}}
994	q=county end&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 1}}
995	q=movie starring work&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 6,mincount : 1}}
996	q=portal october wikiproject&rows=40&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 1}}
997	q=review file you work&rows=77&start=77&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 3}}
998	q=noticeboard wikiproject only&rows=5&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 1}}
999	q=reference political district&fq=title:(editorial assessment)&rows=45&start=11&json.facet={titles : {type : terms,field : title_t_sort,limit : 63,mincount : 3}}
1000	q=stub river years&fq=title:(assessment category)&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 59,mincount : 1}}
1001	q=september high&rows=66&start=66&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 1}}
1002	q=pennsylvania cup u.s united&rows=27&start=5&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 2}}
1003	q=national south subdivision_name city&rows=55&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 4}}
1004	q=society can&fq=title:(requests utc)&rows=10&start=5&json.facet={titles : {type : terms,field : description_t_sort,limit : 21,mincount : 8}}
1005	q=2007 carolina player united&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 1}}
1006	q=articles states&rows=10&start=2&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 65,mincount : 9}}
1007	q=june people&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 43,mincount : 4}}
1008	q=categories index.php wiki&fq=description:(township state)&rows=2&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 20,mincount : 2}}
1009	q=2005 can wikipedia&rows=10&start=1&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 3}}
1010	q=michael list new edit&fq=description:(wikipedia list)&rows=17&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 4}}
1011	q=june people image&fq=title:(wikipedia wikiproject)&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 36,mincount : 1}}
1012	q=states listings country all&fq=title:(portal article)&rows=56&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 38,mincount : 1}}
1013	q=cover deletion type released&rows=47&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 1}}
1014	q=archives coireports free&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 69,mincount : 1}}
1015	q=house administrators 4th&rows=90&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 75,mincount : 3}}
1016	q=questions bot title&fq=description:(portal date)&rows=34&start=11&json.facet={titles : {type : terms,field : title_t_sort,limit : 11,mincount : 2}}
1017	q=war which&fq=description:(february page)&rows=86&start=86&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
1018	q=2009 encyclopedic known&fq=description:(2008 team)&rows=14&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 6}}
1019	q=frank last defaultsort&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 24,mincount : 3}}
1020	q=american article&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 36,mincount : 9}}
1021	q=editorial reflist cite&rows=87&start=43&json.facet={titles : {type : terms,field : description_t_sort,limit : 60,mincount : 1}}
1022	q=united what version&rows=10&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 35,mincount : 7}}
1023	q=game 2009&rows=82&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 3}}
1024	q=portal new&fq=description:(list all)&rows=34&start=11&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 2}}
1025	q=county both march&rows=50&start=25&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 1}}
1026	q=log web see&fq=description:(possibly http)&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 1}}
1027	q=henry quality infobox&fq=description:(john 2008)&rows=3&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 2}}
1028	q=politics sports more&rows=59&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 56,mincount : 1}}
1029	q=parliament war&fq=title:(article further)&rows=25&start=4&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 1}}
1030	q=category company road infobox&fq=title:(computing references)&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 2}}
1031	q=cup class&fq=title:(checkuser you)&rows=72&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 5}}
1032	q=michael wikipedia link contributions&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 4}}
1033	q=historic out may&fq=description:(archive team)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 24,mincount : 1}}
1034	q=deletion which where&fq=description:(2008 anchorencode)&rows=99&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 57,mincount : 1}}
1035	q=thomas north other&fq=description:(list 2009)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 9}}
1036	q=featured later&fq=title:(categories deletion)&rows=90&start=45&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 1}}
1037	q=you world best&fq=description:(2008 template)&rows=8&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 37,mincount : 3}}
1038	q=workshop utc only&fq=description:(men's http)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 1}}
1039	q=january wikiproject time date&rows=31&start=31&json.facet={titles : {type : terms,field : description_t_sort,limit : 26,mincount : 3}}
1040	q=united utc over&fq=title:(2010 oldid)&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 64,mincount : 1}}
1041	q=2006 cite&fq=title:(spam edits)&rows=45&start=9&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 1}}
1042	q=james list football http&fq=title:(january edits)&rows=40&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 7,mincount : 1}}
1043	q=montgomery river counties&fq=description:(election user)&rows=10&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 23,mincount : 2}}
1044	q=australia september other&rows=10&start=10&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 12,mincount : 2}}
1045	q=united 2001 1999&fq=title:(deletion football)&rows=10&start=1&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 3}}
1046	q=british election&fq=title:(entertainment category)&rows=10&start=3&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 1}}
1047	q=list 2006 last&rows=5&start=2&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 65,mincount : 2}}
1048	q=national people 2006 born&fq=title:(song title)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 27,mincount : 1}}
1049	q=adminship provide&fq=title:(military first)&rows=10&start=5&json.facet={titles : {type : terms,field : title_t_sort,limit : 17,mincount : 2}}
1050	q=montgomery carolina information school&fq=description:(peer more)&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 42,mincount : 1}}
1051	q=day north&fq=description:(politics title)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 83,mincount : 5}}
1052	q=international team world 2005&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 2}}
1053	q=high team world&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 17,mincount : 5}}
1054	q=article america american&fq=title:(potd picture)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 32,mincount : 4}}
1055	q=league portal more class&rows=10&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 2}}
1056	q=may order&rows=5&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 58,mincount : 3}}
1057	q=historic dnb new&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 61,mincount : 6}}
1058	q=american state time&fq=description:(wikiproject more)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 5}}
1059	q=2004 hockey made&rows=78&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 67,mincount : 1}}
1060	q=selected provide&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 92,mincount : 7}}
1061	q=jpg city&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 30,mincount : 2}}
1062	q=wikipedia list fullurl&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 47,mincount : 2}}
1063	q=song further&rows=74&start=10&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 1}}
1064	q=india day 2008&fq=description:(requests united)&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
1065	q=february miscellaneous old like&fq=title:(template right)&rows=91&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 74,mincount : 2}}
1066	q=park squads time career&fq=title:(2008 title)&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 5,mincount : 1}}
1067	q=novel year&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 39,mincount : 3}}
1068	q=senate general links election&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 5}}
1069	q=san deletion july&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 2}}
1070	q=series being&rows=72&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 41,mincount : 1}}
1071	q=disambiguation url 2009&rows=11&start=11&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 5}}
1072	q=archive links&fq=title:(editorial list)&rows=83&start=41&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 7}}
1073	q=valley http defaultsort&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 30,mincount : 1}}
1074	q=featured during&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 7}}
1075	q=august album category external&fq=description:(workshop wikipedia)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 57,mincount : 6}}
1076	q=2009 station new use&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 28,mincount : 8}}
1077	q=template title which&fq=description:(quality 2007)&rows=31&start=7&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 37,mincount : 2}}
1078	q=september picture user&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 7}}
1079	q=noticeboard name&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 3,mincount : 2}}
1080	q=force adminship other about&fq=description:(2006 world)&rows=10&start=3&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 3}}
1081	q=thomas park university&rows=15&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 1,mincount : 1}}
1082	q=west world title http&fq=description:(unfree which)&rows=36&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 20,mincount : 1}}
1083	q=force school index.php oldid&fq=description:(world 2009)&rows=10&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 1}}
1084	q=science wikipedia can people&fq=description:(current links)&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 2,mincount : 1}}
1085	q=peer nomination 2008&rows=85&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 77,mincount : 3}}
1086	q=list some state&rows=74&start=14&json.facet={titles : {type : terms,field : description_t_sort,limit : 10,mincount : 8}}
1087	q=state category&rows=16&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 71,mincount : 5}}
1088	q=june 2009 note&rows=10&start=10&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 8,mincount : 3}}
1089	q=coireports special oldid&fq=title:(miscellany wikipedia)&rows=35&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 22,mincount : 2}}
1090	q=archive1 image publisher&rows=34&start=6&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 9}}
1091	q=michigan cite united&rows=10&start=2&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 1}}
1092	q=archive1 articles section&fq=description:(reference image)&rows=6&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 5}}
1093	q=grove quality list south&fq=description:(requests 2008)&rows=4&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 63,mincount : 4}}
1094	q=discussion reflist&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 5}}
1095	q=footballer 2009 most&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 64,mincount : 1}}
1096	q=war february during title&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 18,mincount : 2}}
1097	q=characters song title work&rows=62&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 8}}
1098	q=south disambiguation since html&fq=title:(editorial new)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 29,mincount : 3}}
1099	q=your get reflist&rows=23&start=5&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 54,mincount : 2}}
1100	q=school external time&fq=title:(military date)&rows=84&start=28&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 2}}
1101	q=national season time references&rows=27&start=27&json.facet={titles : {type : terms,field : description_t_sort,limit : 4,mincount : 3}}
1102	q=wing user 2007&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 44,mincount : 2}}
1103	q=investigations approval made&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 7,mincount : 3}}
1104	q=football article wikipedia january&rows=49&start=24&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 5}}
1105	q=olympics city over people&fq=description:(states 2008)&rows=10&start=1&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 1}}
1106	q=articles user information&fq=description:(2nd deletion)&rows=60&start=30&json.facet={titles : {type : terms,field : title_t_sort,limit : 1,mincount : 3}}
1107	q=quality 2010 history&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 6}}
1108	q=state washington which&fq=description:(army http)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 12,mincount : 8}}
1109	q=constituency 1.0 defaultsort see&fq=description:(spam talk)&rows=10&start=5&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 46,mincount : 3}}
1110	q=house user 1st&fq=description:(film other)&rows=10&start=1&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 1}}
1111	q=archive2 since&fq=description:(file name)&rows=36&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 12,mincount : 4}}
1112	q=league men's years accessdate&rows=10&start=10&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 54,mincount : 3}}
1113	q=james reference any&rows=10&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 16,mincount : 7}}
1114	q=candidates schools years used&fq=title:(noticeboard any)&rows=17&start=2&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 3}}
1115	q=archives work name&rows=29&start=9&json.facet={titles : {type : terms,field : description_t_sort,limit : 73,mincount : 1}}
1116	q=song winter 2006&rows=10&start=3&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 55,mincount : 3}}
1117	q=reference star first&fq=description:(team one)&rows=10&start=10&json.facet={titles : {type : terms,field : description_t_sort,limit : 34,mincount : 1}}
1118	q=desk center many living&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 43,mincount : 5}}
1119	q=march file class image&rows=0&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 9,mincount : 4}}
1120	q=december february see thumb&fq=title:(articles user)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 19,mincount : 4}}
1121	q=season http&fq=title:(thomas births)&rows=18&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 15,mincount : 2}}
1122	q=summer image&fq=title:(log some)&rows=96&start=0&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 55,mincount : 2}}
1123	q=lee automated american august&rows=41&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 31,mincount : 1}}
1124	q=noticeboard discussion old&fq=title:(deletion further)&rows=10&start=1&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
1125	q=william japanese ordered 2008&rows=89&start=22&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 4}}
1126	q=september city&fq=description:(team userreport)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 4,mincount : 1}}
1127	q=institute technology stub&fq=title:(current links)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 52,mincount : 3}}
1128	q=grand park thanks featured&fq=title:(spam one)&rows=10&start=1&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 50,mincount : 2}}
1129	q=movie actor movie actor&fq=title:(2007 index.php)&rows=91&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 50,mincount : 1}}
1130	q=article editorial more cite&fq=description:(december page)&rows=52&start=52&sort=title_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 3}}
1131	q=college reflist&rows=45&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 16,mincount : 8}}
1132	q=carolina san city over&rows=98&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 23,mincount : 5}}
1133	q=football used&fq=title:(december afd)&rows=35&start=35&json.facet={titles : {type : terms,field : description_t_sort,limit : 5,mincount : 3}}
1134	q=comics well can&fq=title:(men's 2009)&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 41,mincount : 5}}
1135	q=february second edit&fq=description:(world title)&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 8,mincount : 2}}
1136	q=station john many states&fq=description:(jan userreport)&rows=10&start=2&json.facet={titles : {type : terms,field : description_t_sort,limit : 6,mincount : 2}}
1137	q=district review special&fq=description:(arbitration comments)&rows=10&start=5&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 25,mincount : 1}}
1138	q=templates national articles just&fq=title:(jan contributions)&rows=31&start=15&sort=description_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 94,mincount : 5}}
1139	q=school united until one&rows=10&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 21,mincount : 5}}
1140	q=labrador university 2007 2008&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 11,mincount : 1}}
1141	q=john help most&fq=description:(december may)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 15,mincount : 2}}
1142	q=california 2005 2007&rows=57&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 3,mincount : 4}}
1143	q=archive signpost automated&fq=title:(help index.php)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 9,mincount : 7}}
1144	q=district file all located&rows=10&start=1&sort=description_t_sort asc&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 5}}
1145	q=templates user made title&fq=title:(possibly references)&rows=70&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 10,mincount : 4}}
1146	q=peer may debate&rows=65&start=32&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 22,mincount : 2}}
1147	q=rugby first category&rows=10&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 37,mincount : 1}}
1148	q=north valley subdivision_type2&fq=title:(dec spam)&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 26,mincount : 1}}
1149	q=air log 2009&rows=30&start=10&json.facet={titles : {type : terms,field : title_t_sort,limit : 2,mincount : 3}}
1150	q=high arbitration november&fq=description:(editorial see)&rows=89&start=22&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 42,mincount : 2}}
1151	q=pennsylvania year&fq=description:(2008 discussion)&rows=2&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 82,mincount : 9}}
1152	q=michael archive american year&rows=98&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 22,mincount : 4}}
1153	q=history pomeranian united settlement&fq=description:(2006 log)&rows=55&start=0&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 39,mincount : 5}}
1154	q=march films news&rows=10&start=0&json.facet={titles : {type : terms,field : description_t_sort,limit : 18,mincount : 1}}
1155	q=minnesota city&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 64,mincount : 6}}
1156	q=battle university new&rows=10&start=0&json.facet={titles : {type : terms,field : title_t_sort,limit : 23,mincount : 5}}
1157	q=2007 seeing&fq=description:(reference external)&rows=10&start=0&sort=title_t_sort desc&json.facet={titles : {type : terms,field : description_t_sort,limit : 13,mincount : 3}}
1158	q=log deletion 2009&rows=63&start=63&json.facet={titles : {type : terms,field : title_t_sort,limit : 26,mincount : 7}}
1159	q=august out&fq=description:(comment see)&rows=71&start=71&sort=title_t_sort asc&json.facet={titles : {type : terms,field : description_t_sort,limit : 46,mincount : 5}}
1160	q=candidates special&rows=35&start=0&sort=description_t_sort desc&json.facet={titles : {type : terms,field : title_t_sort,limit : 20,mincount : 3}}
1161	q=article index.php source&rows=10&start=2&json.facet={titles : {type : terms,field : title_t_sort,limit : 44,mincount : 4}}
